"nome","resumo","coordenador"
"CELESTE: UMA REDE DE COLABORAÇÃO CIENTÍFICA ENTRE ESCOLA E UNIVERSIDADE ","Este projeto propõe desenvolver uma rede de detectores de raios cósmicos a serem instalados em escolas de nível médio (numa escala regional) envolvendo alunos e professores na construção instalação e operação de detectores de partículas de baixo custo e de tecnologia nacional que quando interconectados permitam que os dados sejam acessados por todas as escolas. ","Marisilvia Donadelli"
"DESENVOLVIMENTO DE UM ROBÔ PEDIÁTRICO INTERATIVO","Este projeto tem como finalidade a construção de um robô autônomo pediátrico interativo para crianças internadas em hospitais visando um melhor acolhimento nestes espaços. Uma das formas de diminuirmos o impacto negativo de uma internação é a utilização de interatividade nestes espaços devido ao seu grande potencial para torná-lo um espaço mais acolhedor auxiliando na recuperação da criança pois resulta na melhora dos tratamentos e também contribui a um menor tempo de internação.","Mauricio Quelhas Antolin"
"MATERIAIS INTELIGENTES NA CONVERSÃO DE POLUENTES ATMOSFÉRICOS: UM ESTUDO COMPUTACIONAL MECÂNICO-QUÂNTICO","Este projeto propõe uma estratégia metodológica usando técnicas de modelagem molecular mecânico-quânticas visando mimetizar a atuação de materiais tipo perovskita (abo3) dopados com paládio (conhecidos como catalisadores inteligentes) na conversão de poluentes atmosféricos com intuito de obter informações estruturais eletrônicas e termodinâmicas que possam ajudar na compreensão mecanística envolvida neste processo de elevado interesse socioambiental.","Maurício Tavares De Macedo Cruz"
"BUSCA POR DECAIMENTOS RAROS DOS BÓSONS Z E HIGGS NO EXPERIMENTO CMS/LHC","Este projeto tem como objetivo dar suporte no estudo de busca por decaimentos raros dos bósons z e higgs no experimento cms/lhc. A metodologia empregada nas análises em física de altas energias abrange diversas etapas essenciais para obter resultados significativos. Começando com a simulação e seleção detalhada de eventos usando métodos a monte carlo possibilitando a avaliação de critérios de cortes de seleção e posteriormente comparando com dados reais.","Mauricio Thiel"
"APLICAÇÕES DAS TÉCNICAS U/PB E LU/HF EM UNIDADES LITOETRATIGRAFICAS DO ESTADO DO RIO DE JANEIRO COMO CONTRIBUIÇÃO A EVOLUÇÃO GEOTECTONICA DO CINTURÃO RIBEIRA ","A proposta aqui apresentada tem como alvo a realização de estudos geológicos-geocronológicos nas unidades crono-estratigráficas no estado do rio de janeiro. O projeto visa a elaboração de um panorama da evolução geológica com ferramentas geocronológicas de ponta. Um ponto importante que fortalece esta solicitação é o fato da instituição dispor de instalações adequadas laboratórios intermediários instalados e equipe de cientistas qualificados e experientes na operação dos equipamentos.","Mauro Cesar Geraldes"
"INVESTIGAÇÕES MATEMÁTICAS DE PROBLEMAS EM ABERTO NA ÁREA DE TEORIA DOS GRAFOS","Este projeto visa contribuir na investigação de diversas conjecturas na área de teoria dos grafos com foco nos problemas de coloração em grafos. Atualmente existem diversas conjecturas na área desde a conjectura de hadwiger que foi proposta em 1943 até a conjectura da coloração total avd que foi proposta em 2006. Ambas as conjecturas possuem ampla relevância sobre questões inerentes a própria área de teoria dos grafos.","Mauro Nigro Alves Junior"
"MODELAGEM MATEMÁTICA APLICADA AO ESTUDO DE EPIDEMIAS NO CAP-UERJ","O projeto tem por objetivo o estudo de modelos matemáticos e suas aplicações na biologia em específico na área epidemiológica desde os pontos de vista teórico e computacional considerando cenários possíveis em um contexto do âmbito escolar do cap-uerj.","Michelle Lau De Almeida"
"ENERGIA SOLAR FOTOVOLTAICA UM MODELO MOVIDO A ENERGIA SOLAR","O projeto tem como principal objetivo realizar medições que venham a mensurar a eficiência energética da energia solar fotovoltaica. Faremos isto num parque solar fotovoltaico já instalado no nosso campus. Paralelamente faremos ampla divulgação das energias renováveis e assim como iremos capacitando e formando recursos humanos qualificados no assunto energético. Uma oficina de trabalho serà montada com uso de equipamentos similares em pequena escala.","Mirian Enriqueta Bracco"
"PROGRAMAÇÃO DE SOFTWARE LIVRE PARA CÁLCULOS AVANÇADOS DE FÍSICA NA LINGUAGEM PYTHON","O presente projeto se destina ao desenvolvimento de um software livre com interface intuitiva para executar cálculos avançados em relatividade geral utilizando a linguagem python. ","Otavio Goldoni"
"ANÁLISE DE POTENCIALIDADE PARA RECUPERAÇÃO DE ÁREAS DEGRADADAS NO ESTADO DO RIO DE JANEIRO COMO SUBSÍDIO À GESTÃO DO TERRITÓRIO","O estudo propõe criar subsídios para a recuperação de áreas degradadas no rj e expansão para outras regiões alinhado às políticas nacionais e estaduais. Pelas geotecnologias utiliza dados abertos na identificação de pastagens degradadas e potenciais para adoção de sistemas integrados além de áreas prioritárias para a regeneração. Pretende-se propor insumos para políticas de incentivo na adoção da sustentabilidade econômica e ambiental aumentando produtividade agrícola conservacionista.","Patrick Calvano Kuchler"
"OS EFEITOS DOS INCÊNDIOS NAS PROPRIEDADES FÍSICO-QUÍMICAS E NA ERODIBILIDADE DOS SOLOS SERRANOS NO RIO DE JANEIRO","As queimadas têm aumentado na região serrana do estado rio de janeiro nos últimos anos tornando necessários estudos na compreensão do efeito do fogo nos solos desta região. O aprofundamento de estudos nesta temática é urgente em solos brasileiros. Este projeto faz uma revisão bibliográfica sobre o tema e apresenta uma proposta de pesquisa sobre o efeito das queimadas na qualidade físico-química e na erodibilidade do solo em áreas queimadas na região da serra do mar no estado do rio de janeiro.","Paulo Angelo Fachin"
"FORTALECENDO O DESENVOLVIMENTO DO PENSAMENTO COMPUTACIONAL NAS ESCOLAS DO RIO DE JANEIRO: DESAFIOS E ESTRATÉGIAS","Em 2022 o ministério da educação homologou o parecer sobre o projeto que estabelece normas para o ensino de computação na educação básica tendo como um dos pilares o pensamento computacional. Este projeto busca investigar os desafios e necessidades de discentes docentes e equipe pedagógica das escolas do rio de janeiro. Espera-se com isso identificar as dificuldades enfrentadas pela comunidade escolar desenvolver intervenções avaliar sua eficácia e contribuir com a área.","Priscilla Fonseca De Abreu Braz"
"MODELAGEM COMPUTACIONAL USANDO PYTHON PARA ENGENHARIA: ESTUDO DE CASOS","O objetivo deste projeto é promover junto ao aluno de graduação de engenharia da faculdade de tecnologia (fat) da uerj o desenvolvimento de habilidades de programação em um estilo de mercado ou vida atual isto é utilizar os conceitos de modelagem computacional usando o ecossistema de python para resolver problemas encontrados na engenharia. Estudar casos aplicando a programação para gerar automação de processos e/ou análise de dados e elaborar estratégias a partir dos resultados obtidos.","Pryscilla Maria Pires Dos Santos"
"TECNOGOV: INTEGRANDO TECNOLOGIA E CIDADANIA ATIVA","O objetivo do projeto é fomentar o debate público sobre transparência governamental inteligência artificial no setor público e uso de linguagem simples. Através de atividades buscamos disseminar conhecimento e incentivar soluções tecnológicas no setor público. Esperamos ao final do projeto aumentar a compreensão sobre esses temas e promover uma transformação digital inclusiva e participativa essencial para o desenvolvimento sustentável e democrático.","Raissa Dos Santos Barcellos"
"CARACTERIZAÇÃO GEOAMBIENTAL DAS PRAIAS ATLÂNTICAS DO MUNICÍPIO DO RIO DE JANEIRO","As praias do rio de janeiro apresentam um alto nível de intervenção antrópica eventos meteorológicos frequentes gerando ressacas e poluição que juntos constituem problemas ambientais urbanos ameaçando a perda da qualidade recreacional das praias. Por isso é importante caracterizar este ambiente de forma integrada considerando os processos oceanográficos geológicos e antrópicos a fim de obter-se diagnósticos das praias oferecendo subsídios para os atores deste espaço.","Renata Cardia Reboucas"
"CARACTERIZAÇÃO DA FORMAÇÃO BARREIRAS NO RIO DE JANEIRO","Existem enormes diferenças de entendimento do ambiente deposicional da hierarquização da unidade (se é formação ou grupo) e também com relação ao intervalo temporal de ocorrência da unidade barreiras. A relativa falta de consenso em diversos aspectos exige uma revisão mais aprofundada desta unidade. Em especial no estado do rio de janeiro existem muitas lacunas na caracterização dessas rochas apontando a necessidade de reinterpretação dos afloramentos à luz de novos estudos e descobertas.","Renata Marins Alvim Gama De Oliveira"
"GEOATLAS AMBIENTAL: TRILHANDO PELOS CAMINHOS DA BAIXADA FLUMINENSE","As geotecnologias são amplamente aplicáveis na geografia mas pouco e com deficiência na formação inicial e continuada especialmente na licenciatura. Conhecer e agir sobre a baixada fluminense exige investigação e uso de ferramentas geotecnológicas. Assim o geoatlas além de capacitar o aluno com atividades para construção de um banco de dados geoespacial visa a democratização e participação política difundindo informações socioambientais em um ambiente web em uma biblioteca virtual.","Rodrigo Batista Lobato"
"ANÁLISE CENTENÁRIA DO MAPEAMENTO DAS MUDANÇAS DE USO E COBERTURA DO SOLO RELACIONADAS À ACUMULAÇÃO SEDIMENTAR E DE NUTRIENTES NAS BACIAS DE DRENAGEM DA PORÇÃO LESTE DA BAÍA DE GUANABARA.","A compreensão da evolução de ambientes costeiros é fundamental para a construção de prognósticos futuros em resposta ao desenvolvimento das sociedades humanas. Este estudo avaliará as mudanças na bacia de drenagem e nos registros sedimentares na porção leste da baía de guanabara rio de janeiro ao longo do último século a partir de dados sedimentológicos carbono orgânico fósforo nitrogênio total razão c/n isótopos de d13c e d15n e datações por 210pb.","Rodrigo Coutinho Abuchacra"
"PROPAGAÇÃO EM REDES: DOMINAÇÃO VETORIAL E SELEÇÃO DE ALVOS","O projeto de pesquisa visa resolver problemas de propagação em redes com foco na dominação vetorial e seleção de alvos. O objetivo é identificar vértices que contaminem todos os outros usando modelos de vizinhança. Propõe desenvolver algoritmos eficientes incluindo métodos bioinspirados e técnicas avançadas de otimização. O projeto contribuirá para algoritmos em grafos e complexidade computacional com aplicações em saúde pública e segurança da informação.","Rodrigo Lamblet Mafort"
"SIMULAÇÃO NUMÉRICA DE UM PROBLEMA DE VIGA DE TIMOSHENKO LIVRE DO SEGUNDO ESPECTRO DE FREQUÊNCIAS","Neste projeto é proposta a resolução numérica do problema de viga de timoshenko livre do segundo espectro de frequências usando esquemas totalmente discretos com o método dos elementos finitos no espaço associado ao método de crank-nicolson com preditor-corretor no tempo. Devem ser realizadas simulações numéricas através de experimentos em algoritmos computacionais implementados em matlab ou python que possam corroborar os resultados de decaimento de energia exponencial provados na literatura.","Rodrigo Lopes Rangel Madureira"
"GRAVITAÇÃO EM ESCALAS EXTREMAS DE ENERGIA E CURVATURA","O presente projeto de pesquisa foi elaborado com a finalidade de dar suporte a renovação de minha candidatura para a chamada de bolsas selic uerj 2024 (cota 2024-2027). No presente projeto apresento trabalhos concretos de pesquisa a serem desenvolvidos pelos próximos três anos junto de um cronograma com nossas perspectivas de publicação.","Rodrigo Maier"
"MODELAGEM MATEMÁTICA DE SISTEMAS MAGNÉTICOS COM ÊNFASE NO EFEITO MAGNETOCALÓRICO","Nos refrigeradores atuais a refrigeração é baseada na compressão e descompressão de fluidos refrigerantes como hidrofluorcarbonetos (hfcs) que são nocivos ao meio ambiente. Em contraste a refrigeração magnética baseada no efeito magnetocalórico (emc) oferece uma alternativa ecológica. Esse método é inovador pois não utiliza gases poluentes e apresenta menor perda de energia. Este estudo visa desenvolver e implementar modelos físicos para descrição do efeito magnetocalórico.","Rodrigo Soares De Oliveira"
"MORFOGÊNESE E DINÂMICA DA PAISAGEM GEOMORFOLÓGICA NO PLANALTO SUDESTE BRASILEIRO","O presente projeto de pesquisa tem como objetivo analisar a evolução do relevo e dos sistemas de drenagem na região do planalto sudeste brasileiro. O projeto justifica-se pela importância de compreender a evolução da paisagem geomorfológica e a morfogênese de grandes escarpamentos. Em suma o projeto busca preencher lacunas científicas na compreensão da morfogênese do relevo e dos sistemas de drenagem no planalto sudeste brasileiro.","Rodrigo Wagner Paixão Pinto"
"TÓPICOS CONTEMPORÂNEOS EM FÍSICA DE BURACOS NEGROS E ESPINORES","Os objetivos gerais do presente projeto incluem a investigação em duas frentes. Uma relacionada a tópicos de destacada relevância na atualidade com respeito à física de buracos negros e outra relacionada à construção formal da estrutura algébrica dos chamados espinores escuros e sua generalizações. Com isso pretende-se contribuir com a promoção e ampliação da pesquisa em física de buracos negros e teoria de espinores no ime/uerj.","Rogerio Teixeira Cavalcanti"
"ANÁLISE DE SÉRIES TEMPORAIS PARA DETECÇÃO DE MUDANÇAS NA COBERTURA DA TERRA NO ESTADO DO RIO DE JANEIRO","Compreender como os sistemas naturais da terra se transformam é essencial para desenvolver estratégias que melhor aproveitem os recursos naturais e reduzam os impactos ambientais. O objetivo deste projeto é mapear as mudanças na cobertura da terra no estado do rio de janeiro em diferentes escalas (espaciais e temporais) analisando onde e o porquê dos principais vetores de mudanças por meio de séries temporais de imagens de sensoriamento remoto e diferentes algoritmos de classificação.","Rômulo Weckmüller Vieira"
"A ESFERA DE RIEMANN E AS TRANSFORMAÇÕES DE MÖBIUS","Os conceitos de números complexos geometria complexa da esfera e transformações de möbius são fundamentais na matemática e na engenheira em particular na geometria complexa bem como em quase todas áreas das ciências exatas. O objetivo desse projeto é fornecer ao bolsista uma base teórica sólida acerca desses temas e incentivar uns estudos superiores na matemática. Também o bolsista aprenderá a fazer conexões entre várias áreas da matemática como álgebra geometria e análise complexa.","Ruben Edwin Lizarbe Monje"
"REDES NEURAIS PROFUNDAS E OS POSTOS DE CURVAS ELÍPTICAS DOS NÚMEROS CONGRUENTES","O principal objetivo desta pesquisa é investigar sobre os postos de curvas elípticas e_n usando os redes neurais profundas introduzido em [5]. Neste projeto apresentaremos um novo método de classificação do postos para a família de curvas elípticas de números congruentes e_n com base em redes neurais convolucionais profundas estenderemos nosso método para uma família maior de curvas elípticas que incluem as curvas de números congruentes como um membro especial [6].","Sajad Salami"
"UMA RECONSTRUÇÃO DOS PRINCIPAIS EVENTOS DA OCUPAÇÃO HUMANA NA ÁREA DA ESTAÇÃO ANTÁRTICA BRASILEIRA DESDE A PRESENÇA DE BALEEIROS INGLESES","A estação antártica comandante ferraz/ilha rei george/antártica é um ambiente único e vulnerável. A análise de sedimentos de lagos próximos com indicadores como microcarvão e carbono negro busca reconstruir a história da ocupação humana na região desde baleeiros no século xix até o incêndio de 2012 e entender as mudanças ambientais induzidas pelo homem.","Sérgio José Gonçalves Junior"
"ESTUDO DE ALGORITMOS INTELIGENTES PARA APLICAÇÃO EM SISTEMAS COMPUTACIONAIS DE RASTREAMENTO E DIAGNÓSTICO DE DOENÇAS POR EXAMES DE IMAGENS","Este projeto tem a intenção de colaborar com a busca de soluções inteligentes usando técnicas de visão computacional e aprendizado de máquina para resolver problemas enfrentados no rastreamento e diagnóstico de doenças através de exames de imagem. A meta é desenvolver sistemas computacionais que auxiliem os profissionais de saúde no tratamento de duas principais doenças tão atuais e presentes hoje em dia: o câncer de mama e as sequelas pulmonares resultantes do covid-19.","Silvia Cristina Dias Pinto"
"PRÁTICAS DE ARDUINO APLICADAS A PROJETOS DE SUSTENTABILIDADE","Pensando na sustentabilidade e na preservação do meio ambiente propõe-se reutilizar parte do lixo eletrônico que seria descartado através de projetos de automação no arduino usando equipamentos/peças que não teriam mais utilidade prática para amenizar o descarte incorreto desse lixo. O projeto incentiva a adoção de práticas mais responsáveis no manejo desses resíduos e promove a conscientização ambiental e estimula o aprendizado nas áreas de automação eletrônica dentre outras.","Silvia Mara Da Costa Campos"
"SIMULAÇÃO DE SISTEMAS DE COMBUSTÃO DE COMBUSTÍVEIS FÓSSEIS DETERMINAÇÃO DE PROPRIEDADES ELETRÔNICAS/ESTRUTURAIS DE CATALISADORES E REATIVIDADE DE POLUENTES JUNTO A NOVAS ABORDAGENS PARA OTIMIZAR A PRODUÇÃO DE BIOETANOL DE SEGUNDA GERAÇÃO.","O processo de combustão é uma das principais causas da poluição atmosférica e esgotamento dos combustíveis fósseis. Estudos: 1) simular o processo de combustão via modelos cinéticos; 2) verificar o efeito e a importância dos catalisadores na retirada de gases poluentes; 3) estudar a reatividade dos gases emitidos pelo processo de combustão através de métodos ab initio e dft. Este projeto visa a consolidação do grupo de química computacional da faculdade de tecnologia nesta área.","Tadeu Leonardo Soares e Silva"
"GEOQUÍMICA SEDIMENTAR COMO FERRAMENTA DE AVALIAÇÃO DE IMPACTOS AMBIENTAIS DA INDÚSTRIA PETROLÍFERA NA AMAZÔNIA","O projeto visa avaliar os impactos ambientais da indústria naval e petrolífera através da utilização de biomarcadores em sedimentos. A qualidade os sedimentos é crucial para o desenvolvimento econômico e social e seu estudo é fundamental para a prevenção de possíveis impactos ambientais e identificação de fontes contaminantes visando conhecer os componentes físicos biológicos e socioeconômicos da região.","Tatiana Santos Da Cunha"
"ACELERAÇÃO DE APLICAÇÕES DE INTELIGÊNCIA ARTIFICIAL ATRAVÉS DE COMPUTAÇÃO DATAFLOW","Este projeto tem como objetivo apresentar resultados de aceleração e economia de energia em modelos de inteligência artificial utilizando computação dataflow (execução distribuída guiada pelo fluxo de dados)","Tiago Assumpção De Oliveira Alves"
"REDES NEURAIS INFORMADAS PELA FÍSICA PARA MODELAGEM DE PROCESSOS ESTOCÁSTICOS EM FINANÇAS QUANTITATIVAS","Este projeto visa integrar redes neurais informadas por física (pinns) e aprendizado por reforço profundo (drl) para aprimorar previsão e gerenciamento de risco em finanças. Buscaremos desenvolver estratégias robustas precisas e adaptáveis que se baseiam em modelos financeiros estabelecidos. Além disso pretendemos explorar a aplicabilidade dessa abordagem a outros domínios como engenharia de controle onde as leis físicas e as restrições desempenham um papel crucial na dinâmica do sistema.","Vahid Nikoofard"
"FORMAS MODULARES DE CALABI-YAU: ESTUDO DE FUNÇÕES DE PARTIÇÃO","Este plano de trabalho propõe uma generalização moderna da teoria clássica das formas modulares. Os principais objetos desta generalização denominadas formas modulares de calabi-yau (cy) são elementos de espaços gerados pelas q-expansões de soluções para certos sistemas de edos decorrentes de famílias de variedades de cy. Ao longo desta pesquisa pretendemos apresentar evidências que apoiem esta generalização e estender o teorema da modularidade às variedades de cy.","Younes Nikdelan"
"SIMULAÇÃO DE UM CONDENSADO DE BOSE-EINSTEIN ATRAVÉS DE LATTICE-BOLTZMANN ","Condensados de bose-einstein (bec) foram previstos por einstein (e bose) [1 2 3]. Porém em experimentos só foi possível 70 anos depois pois necessita de temperaturas próximas a 0k [4 5]. Apesar de haver uma equação que o modela sua solução permanece desconhecida [6] e o método numérico é demasiado custoso. Este projeto visa simular a formação de um bec através do método de lattice-boltzmann para ter novos indícios sobre o formato da função de onda de sua solução de estado fundamental. ","Yuri De Macedo Lira"
"GERAÇÃO DE PRODUTOS PARA A INDÚSTRIA PETROQUÍMICA A PARTIR DE FONTES RENOVÁVEIS","Atualmente observa-se um crescente interesse das indústrias químicas em utilizar insumos renováveis para a geração de produtos finais ou intermediários. O etanol é um dos mais importantes compostos orgânicos oxigenados devido à sua facilidade de atuar como matéria prima para a síntese de outros compostos orgânicos com maior valor comercial. Neste contexto o projeto tem como intuito sintetizar catalisadores sólidos multifuncionais capazes de promover a produção de 1 3-butadieno.","Zilacleide Da Silva Barros Sousa"
